ISSN,ALPVM,LOPVM,LEVIKKI,LEVIKKI_S
fk29446,01.01.2002,31.12.2002,213000,
0789-8169,01.01.2002,31.12.2002,7224,
0789-8169,01.01.2003,31.12.2003,7293,
1236-6609,01.01.2002,31.12.2002,6007,
1236-6609,01.01.2003,31.12.2004,5869,
fk29446,01.01.2003,31.12.2003,213000,
fk29446,01.01.2004,10.06.2004,271000,
fk29446,17.06.2004,31.12.2004,280000,
fk10105,17.02.1906,31.12.1906,2900,
fk10105,01.01.1907,31.12.1907,5700,
fk10105,01.01.1908,31.12.1908,8500,
fk10105,01.01.1909,31.12.1909,8090,
fk10105,01.01.1910,31.12.1910,8300,
fk10105,01.01.1911,31.12.1911,8850,
fk10105,01.01.1912,31.12.1912,6400,
fk10105,01.01.1913,31.12.1913,7300,
fk10105,01.01.1914,31.12.1914,7800,
fk10105,01.01.1915,31.12.1915,6500,
fk10105,01.01.1916,31.12.1916,5500,
0356-0996,01.01.2003,31.12.2003,11577,
1239-4343,01.01.2002,31.12.2002,6619,
1239-4343,01.01.2003,31.12.2003,6603,
fk10134,23.06.1915,31.12.1915,500,
fk10134,01.01.1916,31.12.1916,1560,
fk10134,01.01.1917,31.12.1917,2000,
fk10249,01.01.1920,31.12.1920,8000,
fk10249,01.01.1921,31.08.1921,5000,
0356-1860,01.01.2003,31.12.2003,7193,
0355-2055,01.01.2003,31.12.2003,198693,
1458-0969,01.01.1907,31.12.1907,4300,
1458-0969,01.01.1908,31.12.1908,5000,
1458-0969,01.01.1909,31.12.1909,4900,
1458-0969,01.01.1910,31.12.1910,4400,
1458-0969,01.01.1911,31.12.1911,5200,
1458-0969,01.01.1912,31.12.1912,5900,
1458-0969,01.01.1913,31.12.1914,6300,
1458-0969,01.01.1915,31.12.1915,7550,
1458-0969,01.01.1916,31.12.1916,7600,
1458-0969,01.01.1917,31.12.1917,9300,
1458-0969,01.01.1918,31.12.1918,10000,
fk10354,01.05.1919,31.12.1919,6500,
fk10354,01.01.1920,31.12.1920,8000,
fk10354,01.01.1921,31.12.1921,5000,
0355-9149,01.01.2002,31.12.2002,10759,
0355-9149,01.01.2003,31.12.2003,10489,
0785-398X,01.01.2002,31.12.2002,6986,
0785-398X,01.01.2003,31.12.2003,6824,
0789-8096,01.01.2002,31.12.2002,7371,
0789-8096,01.01.2003,31.12.2003,7263,
fk10368,01.01.1900,31.12.1900,1050,
fk10368,01.01.1901,31.12.1901,2100,
fk10368,01.01.1906,31.12.1906,1450,
fk25055,23.12.1907,11.09.1908,1600,
fk10206,01.01.1907,31.12.1907,3000,
0357-9301,01.01.2002,31.12.2002,6159,
0357-9301,01.01.2003,28.12.2006,5955,
0357-2021,01.01.2003,31.12.2003,21402,
1458-8528,01.01.1900,31.12.1900,2500,
1458-8528,01.01.1910,31.12.1910,4000,
fk10326,01.01.1915,31.12.1915,4000,
fk10326,01.01.1916,31.12.1916,4500,
fk10326,01.01.1917,31.12.1917,10000,
fk10276,19.12.1899,31.12.1899,1800,
fk10276,01.01.1900,31.12.1900,2200,
fk10276,01.01.1901,31.12.1901,3000,
fk10276,01.01.1905,31.12.1905,6000,
fk10276,01.01.1906,03.04.1906,7300,
1795-3073,05.05.2004,29.12.2004,2795,
fk10253,01.01.1900,31.12.1900,1200,
fk10253,01.01.1903,31.12.1903,2000,
fk10253,01.01.1904,31.12.1904,3000,
fk10180,01.01.1908,31.12.1908,2300,
fk10180,01.01.1909,31.12.1909,3200,
fk10180,01.01.1910,31.12.1910,3300,
fk10180,01.01.1911,31.12.1911,3400,
fk10180,01.01.1912,31.12.1912,3250,
fk10180,01.01.1913,31.12.1913,3400,
fk10180,01.01.1914,31.12.1914,3050,
1458-6584,01.01.1906,31.12.1906,7100,
1458-6584,01.01.1907,31.12.1907,7750,
fk10180,01.01.1915,31.12.1916,3100,
1458-2287,01.01.1914,31.12.1914,5000,
fk10423,16.12.1914,31.12.1914,8350,
fk10423,01.01.1917,22.03.1917,15500,
fk10091,01.01.1905,31.12.1905,10000,
fk14759,01.01.1900,31.12.1900,1000,
fk10445,01.01.1907,31.12.1907,4100,
fk10445,01.01.1908,31.12.1908,6100,
fk10445,01.01.1909,31.12.1909,5050,
fk10445,01.01.1910,31.12.1910,5000,
fk10445,01.01.1911,31.12.1911,5175,
fk10445,01.01.1912,31.12.1912,5500,
fk10445,01.01.1913,31.12.1913,6700,
fk10445,01.01.1914,17.09.1914,8350,
0356-4444,01.01.2003,31.12.2003,19412,
0782-7067,01.01.2002,31.12.2002,6524,
0782-7067,01.01.2003,31.12.2004,6537,
fk10400,01.01.1908,31.12.1908,900,
fk10400,01.01.1912,31.12.1912,500,
fk10397,01.01.1908,31.12.1908,6500,
fk10397,01.01.1909,31.12.1909,6300,
fk10397,01.01.1910,31.12.1910,5000,
fk10397,01.01.1911,31.12.1911,5600,
fk10174,19.03.1917,31.12.1917,10000,
fk10254,01.01.1913,30.12.1913,2200,
fk10218,01.01.1916,31.12.1916,300,
fk10394,01.01.1899,31.12.1899,700,
fk10394,01.01.1900,31.12.1900,1000,
fk10495,01.01.1899,31.12.1899,1200,
fk10495,01.01.1900,31.12.1900,1600,
fk10495,01.01.1902,31.12.1902,2000,
fk14819,01.01.1899,31.12.1899,700,
fk14819,01.01.1900,31.12.1900,1000,
fk14781,01.01.1899,31.12.1899,600,
fk10467,01.01.1908,31.12.1909,2000,
fk10467,01.01.1910,31.12.1910,1795,
fk10435,01.01.1914,31.12.1914,2350,
fk14782,01.01.1913,31.12.1913,1500,
fk14832,10.05.1917,31.12.1918,9000,
fk10459,17.02.1906,31.12.1906,5400,
fk10459,01.01.1907,31.12.1907,8500,
fk10459,01.01.1908,31.12.1908,9000,
fk10459,01.01.1909,31.12.1910,9500,
fk10459,01.01.1911,31.12.1911,8500,
fk10459,01.01.1912,31.12.1912,9000,
fk10459,01.01.1913,31.12.1913,10000,
fk10459,01.01.1914,31.12.1914,11500,
fk10459,01.01.1915,31.12.1915,12200,
fk10459,01.01.1916,31.12.1916,14200,
fk10459,01.01.1917,31.12.1917,17000,
fk14799,01.01.1907,31.12.1907,1300,
fk14799,01.01.1908,31.12.1908,1900,
fk14799,01.01.1909,31.12.1910,2200,
fk14799,01.01.1911,31.12.1911,2350,
fk14799,01.01.1912,31.12.1912,2400,
fk14799,01.01.1913,31.12.1913,2200,
fk14799,01.01.1914,31.12.1914,1600,
fk14799,01.01.1915,31.12.1915,1200,
fk14799,01.01.1916,04.08.1916,1300,
fk14793,10.04.1914,31.12.1914,600,
fk14793,01.01.1915,22.12.1915,923,
fk10340,01.01.1898,31.12.1899,1000,
fk10340,01.01.1900,31.12.1900,900,
0358-6294,01.01.2002,31.12.2002,8639,
fk14818,01.01.1907,31.12.1907,10000,
0358-6294,01.01.2003,31.12.2003,8498,
0782-5978,01.01.2002,31.12.2002,6610,
0782-5978,01.01.2003,31.12.2003,6513,
0782-579X,01.01.2003,31.12.2004,6026,
fk14762,17.03.1906,31.10.1907,5000,
0356-1844,01.01.2003,31.12.2003,25439,
fk10437,01.01.1919,31.12.1919,13700,
fk10437,01.01.1920,31.12.1920,13000,
fk10437,01.01.1921,31.12.1921,8000,
fk10437,01.01.1922,31.12.1922,4500,
0789-662X,01.01.2002,31.12.2002,6061,
0789-662X,01.01.2003,31.12.2003,6022,
fk20030413,01.01.2003,,99683,
fk10493,27.04.1918,30.11.1918,6000,
fk10493,01.12.1918,31.12.1918,4000,
fk10401,01.01.1907,31.12.1907,4300,
fk10401,01.01.1908,31.12.1908,5500,
fk10401,01.01.1909,31.12.1909,6000,
fk10401,01.01.1910,31.12.1910,3150,
fk10401,01.01.1911,31.12.1911,3200,
fk10401,01.01.1912,31.12.1912,3100,
fk10401,01.01.1913,31.12.1913,3500,
fk10401,01.01.1914,10.09.1914,3750,
fk10311,01.01.1913,31.12.1913,7500,
fk10311,01.01.1914,19.03.1914,7000,
0357-9298,01.01.2003,31.12.2003,29299,
1457-599X,01.01.1912,31.12.1912,4500,
1457-599X,01.01.1915,31.12.1915,5500,
0782-5390,01.01.2002,31.12.2002,5422,
0782-5390,01.01.2003,31.12.2003,5311,
1238-7045,01.01.2002,31.12.2002,6668,
1238-7045,01.01.2003,31.12.2003,6293,
fk35057,01.11.2004,31.12.2004,74200,
fk15603,01.01.2003,31.12.2003,6662,
0358-478X,01.01.2003,31.12.2003,10995,
fk10387,06.02.1915,31.12.1915,2500,
fk10387,01.01.1916,31.12.1917,7000,
1458-6576,21.02.1891,31.12.1891,3312,
1458-6576,01.01.1892,31.12.1892,3450,
1458-6576,01.01.1894,31.12.1894,3300,
1458-6576,01.01.1895,31.12.1895,3810,
1458-6576,01.01.1897,31.12.1897,3752,
1458-6576,01.01.1898,31.12.1898,4660,
1458-6576,01.01.1899,31.12.1899,5000,
1458-6576,01.01.1900,31.12.1900,5500,
1458-6576,01.01.1901,31.12.1901,7500,
0782-5579,01.01.2003,31.12.2003,4898,
0787-5312,01.01.2002,31.12.2002,6124,
0787-5312,01.01.2003,31.12.2003,6236,
0782-6605,01.01.2003,31.12.2003,2478,
fk14848,06.03.1918,30.04.1918,12000,
1236-0619,01.01.2002,31.12.2002,30000,
fk14863,01.01.1899,31.12.1899,900,
fk14863,01.01.1900,04.11.1900,1000,
fk14869,01.01.1907,23.12.1908,2900,
0356-200X,01.01.2002,31.12.2002,5489,
0356-200X,01.01.2003,31.12.2003,5463,
fk14868,01.01.1899,31.12.1899,1800,
fk14868,01.01.1914,31.12.1914,3000,
0789-8142,01.01.2002,31.12.2002,6490,
0789-8142,01.01.2003,31.12.2004,6461,
1236-8865,01.01.2002,31.12.2002,5294,
1236-8865,01.01.2003,31.12.2003,5243,
fk14339,01.01.2004,31.12.2004,116200,
fk14339,01.01.2003,31.12.2003,113600,
1236-8652,01.01.2002,31.12.2002,4543,
1236-8652,01.01.2003,31.12.2003,4537,
0356-1399,01.01.2003,31.12.2003,9030,
1236-5602,01.01.2002,31.12.2002,3585,
1236-5602,01.01.2003,31.12.2003,3385,
fk16076,01.01.2002,31.12.2002,3152,
fk17331,01.01.2002,31.12.2002,7343,
fk17331,01.01.2003,31.12.2004,7205,
1458-8595,01.01.1899,31.12.1900,3000,
0782-5544,01.01.2002,31.12.0200,6956,
0782-5544,01.01.2003,31.12.2003,7020,
1457-9545,01.01.2003,31.12.2003,17265,
fk14794,01.01.1905,31.12.1905,1475,
fk14794,01.01.1906,31.12.1906,8500,
fk14794,01.01.1907,31.12.1907,10600,
fk14794,01.01.1908,31.12.1908,10000,
fk14794,01.01.1909,31.12.1909,6600,
fk14794,01.01.1910,31.12.1910,7000,
fk14794,01.01.1911,31.12.1911,9000,
fk14794,01.01.1912,31.12.1912,10000,
fk14794,01.01.1913,31.12.1913,11100,
fk14794,01.01.1914,31.12.1914,18150,
fk14794,01.01.1915,31.12.1915,14275,
fk14794,01.01.1917,31.12.1917,21325,
fk14854,19.01.1906,31.12.1906,2700,
fk14854,01.01.1907,31.12.1907,4000,
fk14854,01.01.1913,31.12.1913,4800,
fk14854,01.01.1917,31.12.1917,7000,
fk10102,01.01.1923,31.12.1923,1000,
fk10102,01.01.1926,31.12.1926,700,
fk10102,01.01.1942,31.12.1942,1500,
1458-2732,01.01.1913,31.12.1913,2600,
1458-2732,01.01.1914,31.12.1914,2400,
1458-2732,01.01.1917,31.12.1917,1200,
fk10046,01.01.1936,31.12.1936,4657,
fk10046,01.01.1938,31.12.1938,6000,
fk10046,01.01.1942,31.12.1942,8500,
fk10046,01.01.1943,31.12.1943,8400,
fk10046,01.01.1944,31.12.1944,8300,
fk10046,01.01.1945,30.06.1945,7861,
fk14917,01.01.1910,27.12.1910,3000,
fk14784,01.01.1926,30.07.1926,700,
1458-8560,01.01.1899,31.12.1899,600,
0357-1521,01.01.2003,31.12.2003,8146,
1795-715X,04.01.2005,31.12.2005,6537,
fk14913,01.01.1909,31.12.1909,1600,
fk14913,01.01.1910,31.12.1910,1400,
fk14913,01.01.1911,31.12.1911,1200,
fk14913,01.01.1912,31.12.1912,1159,
fk14913,01.01.1913,31.12.1913,1350,
1458-2724,01.01.1904,31.12.1904,6300,
fk10446,01.01.1917,31.12.1917,15500,
0782-6419,01.01.2004,31.12.2004,16833,
0356-4444,01.01.2004,31.12.2004,18977,
0782-6397,01.01.2003,31.12.2003,6522,
0782-6397,01.01.2004,31.12.2004,6422,
0356-1283,01.01.2004,31.12.2004,55363,
0782-6192,01.01.2004,31.12.2004,7997,
0788-8325,01.01.2004,31.12.2004,28057,
fk10334,01.01.1925,31.12.1935,3300,
fk10334,01.01.1930,30.12.1930,3400,
0359-6753,01.01.2004,31.12.2004,34289,
0356-3510,01.01.2004,31.12.2004,65208,
0356-3103,01.01.2003,31.12.2003,7660,
0356-3103,01.01.2004,31.12.2004,7653,
fk10216,01.01.1898,31.12.1898,950,
fk10216,01.01.1900,31.12.1900,1500,
fk10216,01.01.1905,31.12.1905,2100,
fk10216,01.01.1906,31.12.1906,2400,
fk10216,01.01.1917,31.12.1917,4000,
fk10216,01.01.1919,31.12.1919,800,
fk10216,01.01.1926,31.12.1926,1100,
fk10216,01.01.1928,31.12.1928,1400,
fk10216,01.01.1929,31.12.1929,1900,
fk10216,01.01.1931,31.12.1931,2200,
fk14780,01.01.1943,31.12.1943,2850,
fk14780,01.01.1944,31.12.1944,2600,
fk14780,01.01.1945,31.12.1945,2989,
0782-5765,01.01.2004,31.12.2004,5767,
0782-582X,01.01.2003,31.12.2003,4313,
0782-582X,01.01.2004,31.12.2004,4301,
0356-0724,01.01.2005,31.12.2005,50649,
0356-133X,01.01.2004,31.12.2004,111299,
0356-0996,01.01.2004,31.12.2004,11543,
0357-1378,01.01.2003,31.12.2003,3196,
0357-1378,01.01.2004,31.12.2004,3878,
0789-6700,01.01.2004,31.12.2004,25768,
0356-2751,01.01.2004,31.12.2004,30089,
0789-8347,01.01.2003,31.12.2003,6615,
0789-8347,01.01.2004,31.12.2004,6627,
0358-1705,01.01.2004,31.12.2004,47252,
0451-5560,01.01.2004,31.12.2004,81737,
0789-0737,01.01.2004,31.12.2004,31561,
1456-3002,01.01.2003,31.12.2003,7318,
1456-3002,01.01.2004,31.12.2004,7395,
0782-6656,01.01.2003,31.12.2003,6212,
0782-6656,01.01.2004,31.12.2004,6173,
0357-9298,01.01.2004,31.12.2004,29600,
0355-2047,01.01.2004,31.12.2004,434472,
0357-2021,01.01.2004,31.12.2004,21468,
1458-4042,02.01.2004,31.12.2004,86000,
0356-3502,01.01.2004,31.12.2004,22465,
0783-3709,01.01.2002,31.12.2002,6485,
1459-8663,01.01.2004,31.12.2004,22414,
fk25048,09.03.1906,31.12.1906,3000,
fk25048,01.01.1907,31.12.1907,6300,
fk25048,01.01.1908,31.12.1908,8000,
fk25048,01.01.1913,31.12.1913,8000,
fk25048,01.01.1915,31.12.1915,8500,
1455-920X,01.01.2003,31.12.2003,9233,
1455-920X,01.01.2004,31.12.2004,9152,
fk10247,01.01.1907,31.12.1907,1300,
fk10247,01.01.1908,31.12.1908,1200,
fk10247,01.01.1910,31.12.1910,1500,
fk10247,01.01.1911,31.12.1911,1600,
fk10247,01.01.1912,31.12.1912,3700,
fk10247,01.01.1913,31.12.1913,5000,
fk10247,01.01.1914,31.12.1914,5400,
fk10247,01.01.1915,31.12.1915,6200,
fk10247,01.01.1916,31.12.1916,7000,
fk10247,01.01.1918,31.12.1918,8000,
fk10247,01.01.1919,31.12.1919,7000,
fk10247,01.01.1939,31.12.1939,7000,
fk10418,01.01.1920,31.12.1920,2300,
fk10418,01.01.1922,31.12.1922,4500,
fk10418,01.01.1929,31.12.1929,5500,
fk10418,01.01.1938,31.12.1938,7000,
0359-5056,01.01.2004,31.12.2004,60974,
0784-364X,01.01.2004,31.12.2004,8079,
0789-8169,01.01.2004,31.12.2004,7017,
0783-3709,01.01.2004,31.12.2004,6497,
1795-9748,01.01.2004,31.12.2004,5198,
0355-421X,03.07.2004,31.12.2004,136400,
0782-5366,01.01.2003,31.12.2003,5874,
0782-5366,03.01.2002,31.12.2002,5818,
0782-663X,01.01.2004,31.12.2004,14258,
0357-1858,01.01.2004,31.12.2004,13401,
0782-5986,01.01.2003,31.12.2003,6205,
0782-5986,01.01.2004,31.12.2004,6288,
0357-6906,01.01.2003,31.12.2003,4431,
0357-6906,01.01.2004,31.12.2004,4363,
0782-5358,01.01.2001,31.12.2002,5624,
0782-5358,01.01.2003,31.12.2003,5367,
0782-5358,01.01.2004,31.12.2004,5500,
0785-997X,01.01.2003,31.07.2004,102543,
0785-997X,01.08.2004,31.12.2004,104720,
0356-1623,01.01.2004,31.12.2004,25849,
0359-5064,01.01.2004,31.12.2004,12158,
0357-0975,01.01.2004,31.12.2004,33584,
fk28453,03.01.2004,31.12.2004,445828,379143
fk28453,01.01.2005,,445828,379143
0356-1844,01.01.2004,31.12.2004,25255,
0783-0025,01.01.2002,31.12.2002,134777,
0783-0025,01.01.2003,31.12.2003,121267,
0783-0025,01.01.2004,31.12.2004,130371,
0355-2055,01.01.2004,31.12.2004,201281,
0782-5773,01.01.2003,31.12.2003,6731,
0782-5773,01.01.2004,31.12.2004,6709,
fk14893,01.01.1897,31.12.1897,2000,
fk14893,01.01.1898,31.12.1898,2500,
fk14893,01.01.1899,31.12.1899,2600,
fk14893,01.01.1900,31.12.1900,3600,
fk14893,01.01.1901,31.12.1901,4800,
fk14893,01.01.1904,31.12.1904,3525,
fk10412,01.01.1926,31.12.1926,3800,
fk14802,14.02.1895,31.12.1895,1800,
fk14802,01.01.1896,31.12.1896,2100,
fk14802,01.01.1897,31.12.1897,2500,
fk14802,01.01.1898,31.12.1898,3500,
fk14802,01.01.1899,31.12.1899,4300,
fk14802,01.01.1900,31.12.1900,4500,
fk14802,01.01.1901,31.12.1901,5000,
fk14802,01.01.1902,31.12.1902,6000,
fk14802,01.01.1903,31.12.1903,8000,
fk14802,01.01.1904,31.12.1904,8500,
fk14802,01.01.1905,31.12.1905,17000,
fk14802,01.01.1906,31.12.1906,20000,
fk14802,01.01.1907,31.12.1907,23000,
fk14802,01.01.1908,31.12.1908,24000,
fk14802,01.01.1909,31.12.1910,24300,
fk14802,01.01.1911,31.12.1911,24400,
fk14802,01.01.1912,31.12.1912,25000,
fk14802,01.01.1913,31.12.1913,28000,
fk14802,01.01.1914,31.12.1914,33400,
fk14802,01.01.1915,31.12.1915,33900,
fk14802,01.01.1916,31.12.1916,43900,
fk14802,01.01.1917,12.04.1918,79900,
0356-1356,01.01.2004,31.12.2004,81938,
0359-6281,01.01.2003,31.12.2003,5008,
0359-6281,01.01.2004,31.12.2004,4933,
fk10349,02.07.1913,31.12.1913,600,
0359-0305,01.01.1894,31.12.1894,166,
0359-0305,01.01.1895,31.12.1895,245,
0359-0305,01.01.1896,31.12.1896,285,
0359-0305,01.01.1897,31.12.1897,362,
0359-0305,01.01.1898,31.12.1898,470,
0359-0305,01.01.1899,31.12.1899,415,
0359-0305,01.01.1900,31.12.1900,351,
0359-0305,01.01.1901,31.12.1901,355,
0359-0305,01.01.1902,31.12.1902,366,
0359-0305,01.01.1903,31.12.1903,404,
0359-0305,01.01.1904,31.12.1904,510,
0359-0305,01.01.1905,31.12.1905,550,
0359-0305,01.01.1906,31.12.1906,650,
0359-0305,01.01.1907,31.12.1907,720,
0359-0305,01.01.1908,31.12.1908,750,
0359-0305,01.01.1909,31.12.1909,804,
0359-0305,01.01.1910,31.12.1910,820,
0359-0305,01.01.1911,31.12.1911,897,
0359-0305,01.01.1912,31.12.1912,950,
0359-0305,01.01.1913,31.12.1913,1000,
0359-0305,01.01.1914,31.12.1914,1015,
0359-0305,01.01.1915,31.12.1915,800,
0359-0305,01.01.1916,31.12.1916,1500,
0359-0305,01.01.1919,31.12.1919,2000,
0359-0305,01.01.1938,31.12.1938,4500,
0359-0305,01.01.1939,31.12.1940,4600,
1236-7974,01.01.1910,31.12.1910,2500,
1236-7974,01.01.1911,31.12.1911,1800,
1236-7974,01.01.1916,31.12.1916,2000,
1236-7974,01.01.1942,31.12.1942,3800,
1236-7974,01.01.1943,31.12.1943,4400,
1236-7974,01.01.1944,31.12.1944,4800,
1236-7974,01.01.1945,31.12.1945,4561,
1236-7974,01.01.1918,31.12.1918,2400,
1236-7974,01.01.1928,31.12.1928,3000,
0784-428X,01.01.2004,31.12.2004,3106,
0356-3553,01.01.2004,31.12.2004,4741,
0785-3998,01.01.2001,31.12.2002,4827,
0785-3998,01.01.2003,31.12.2003,4881,
0785-3998,01.01.2004,31.12.2004,4809,
0356-2360,01.01.2003,31.12.2003,2413,
0356-2360,01.01.2004,31.12.2004,2383,
1457-9561,01.01.2003,31.12.2004,55000,
0356-2298,01.01.2004,31.12.2004,14358,
0782-6559,01.01.2004,31.12.2004,10812,
1458-6517,28.02.1899,31.12.1899,1200,
1458-6517,01.01.1900,31.12.0900,800,
1458-6517,01.01.1914,31.12.1914,1500,
1458-6517,01.01.1923,31.12.1926,800,
1235-9262,01.01.2001,31.12.2001,3000,
1455-6308,01.01.2004,31.12.2004,39229,
0359-1441,01.01.2004,31.12.2004,7234,
0782-5579,01.01.2004,31.12.2004,4591,
2323-4253,01.01.2003,31.12.2003,6233,
2323-4253,01.01.2004,31.12.2004,6161,
0356-6447,01.01.2003,31.12.2003,6677,
0356-6447,01.01.2004,31.12.2004,6745,
0355-8746,01.01.2004,31.12.2004,55019,
0356-1402,01.01.2004,31.12.2004,75852,
1457-103X,01.01.2003,31.12.2003,5731,
0782-7024,01.01.1973,31.12.1973,23976,
fk11759,01.01.2003,31.12.2003,12655,
fk11759,01.01.2004,31.12.2004,13077,
0787-5312,01.01.2004,31.12.2004,6292,
0356-1135,01.01.2002,31.12.2002,50805,
0356-1135,01.01.2003,31.12.2003,50085,
0356-1135,01.01.2004,31.12.2004,50130,
fk14864,01.01.1899,31.12.1899,1970,
fk14864,01.01.1900,31.12.1900,2500,
fk14864,01.01.1901,31.12.1901,3250,
fk14864,01.01.1902,31.12.1902,3500,
fk14864,01.01.1904,31.12.1904,4000,
fk14864,01.01.1905,31.12.1905,3800,
fk14864,01.01.1907,31.12.1907,1700,
fk14864,01.01.1912,31.12.1912,4000,
fk14864,01.01.1913,31.12.1913,5500,
fk14864,01.01.1914,31.12.1914,4700,
fk14864,01.01.1920,31.12.1920,5500,
0782-5528,01.01.2004,31.12.2005,12137,
0782-601X,01.01.2003,31.12.2004,5262,
0782-601X,01.01.2005,31.12.2005,5197,
0356-2514,01.01.2003,31.12.2003,7237,
0356-2514,01.01.2004,31.12.2004,7150,
0356-1860,01.01.2004,31.12.2004,7000,
0782-5609,01.01.2003,31.12.2003,3131,
0782-5609,01.01.2004,31.12.2004,3131,
0789-0796,01.01.2004,31.12.2004,7809,
0785-398X,01.01.2004,31.12.2004,7037,
fk16065,01.01.2001,31.12.2009,18900,
0782-5404,01.01.2004,31.12.2004,21980,
0358-9161,01.01.2004,31.12.2004,8741,
fk10000,01.01.1931,31.12.1931,1936,
fk10000,01.01.1935,31.12.1935,2400,
fk10000,01.01.1939,31.12.1939,2900,
fk10000,01.01.1940,31.12.1940,1900,
fk10000,01.01.1941,31.12.1941,2300,
fk10000,01.01.1942,31.12.1942,2600,
fk10000,01.01.1943,31.12.1943,2000,
fk10000,01.01.1944,31.12.1944,2900,
fk10000,01.01.1945,31.12.1945,5100,
fk10000,01.01.1946,31.12.1946,5000,
fk10000,01.01.1947,31.12.1947,4300,
fk10000,01.01.1948,31.12.1948,3600,
fk14797,01.01.1916,31.12.1916,2000,
0358-6294,01.01.2004,31.12.2004,8282,
fk990009,01.01.2005,,89031,
0786-2202,01.01.2003,31.12.2003,7024,
0786-2202,01.01.2004,31.12.2004,6987,
0356-4894,01.01.2003,31.12.2003,8381,
0356-4894,01.01.2004,31.12.2004,8388,
0782-5560,01.01.2004,31.12.2004,8600,
0356-2492,01.01.2004,31.12.2004,8022,
1236-7796,01.01.2004,31.12.2004,4205,
1236-4495,01.01.2004,31.12.2004,6590,
1458-2295,01.01.1918,31.12.1918,10000,
1458-2295,01.01.1924,31.12.1924,3000,
1458-2295,01.01.1925,31.12.1925,4500,
1458-2295,01.01.1926,31.12.1926,5200,
1458-2295,01.01.1938,31.12.1938,8500,
1458-2295,01.01.1939,31.12.1939,8800,
1458-2295,01.01.1942,31.12.1942,14300,
1458-2295,01.01.1943,31.12.1943,15850,
1458-2295,01.01.1944,31.12.1944,15957,
1458-2295,01.01.1945,31.12.1945,11788,
1458-2295,01.01.1946,05.12.1946,11583,
fk10453,01.01.1946,31.12.1946,11583,
fk10453,01.01.1947,31.12.1947,11854,
fk10453,01.01.1948,31.12.1948,9141,
0358-5476,01.01.2003,31.12.2003,54200,
0358-5476,01.01.2004,31.12.2004,50200,
0358-5476,01.01.2005,31.12.2005,50200,
1236-8407,01.01.2004,31.12.2004,6379,
1457-8999,01.01.2004,31.12.2004,1753,
1457-9545,01.01.2004,31.12.2004,17422,
0782-6354,01.01.2001,31.12.2002,4549,
0782-6354,01.01.2003,31.12.2003,4486,
0782-6354,01.01.2004,31.12.2005,4449,
fk14406,01.01.2002,31.12.2002,3600,
fk14406,01.01.2003,31.12.2003,3631,
0356-5653,01.01.2004,31.12.2004,3838,
0782-6206,01.01.2003,31.12.2004,5135,
1235-810X,01.01.2003,31.12.2003,4531,
1235-810X,01.01.2004,31.12.2004,4506,
0355-9149,01.01.2004,31.12.2004,10542,
1459-1464,24.10.2002,31.12.2002,3550,
1459-1464,01.01.2003,31.12.2003,4200,
1459-1464,01.01.2004,31.12.2004,6000,
0782-5587,01.01.2003,31.12.2003,7514,
0782-5587,01.01.2004,31.12.2005,7506,
0356-4444,01.01.1920,31.12.1920,5350,
0356-4444,01.01.1921,31.12.1922,5150,
0356-4444,01.01.1937,31.12.1937,6248,
0356-4444,01.01.1942,31.12.1942,8200,
0356-4444,01.01.1943,31.12.1943,8650,
0356-4444,01.01.1944,31.12.1944,9300,
0356-4444,01.01.1945,31.12.1945,9594,
0356-4444,01.01.1946,31.12.1946,9350,
0356-4444,01.01.1948,31.12.1948,9633,
0356-4444,01.01.1956,31.12.1956,10404,
0356-4444,01.01.1957,31.12.1957,10300,
0356-4444,01.01.1959,31.12.1959,10200,
0356-4444,01.01.1960,31.12.1962,10500,
0356-4444,01.01.1963,31.12.1963,10600,
0356-4444,01.01.1964,31.12.1964,10500,
0356-4444,01.01.1965,31.12.1965,10537,
0356-4444,01.01.1966,31.12.1966,10889,
0356-4444,01.01.1967,31.12.1967,11356,
0356-4444,01.01.1968,31.12.1968,11525,
0356-4444,01.01.1969,31.12.1969,13826,
0356-4444,01.01.1970,31.12.1970,15219,
0356-4444,01.01.1971,31.12.1971,15707,
0356-4444,01.01.1972,31.12.1972,16211,
0356-4444,01.01.1973,31.12.1973,16927,
0356-4444,01.01.1974,31.12.1974,17433,
0356-4444,01.01.1975,31.12.1975,17833,
0356-4444,01.01.1976,31.12.1976,18480,
0356-4444,01.01.1977,31.12.1977,18769,
0356-4444,01.01.1980,31.12.1980,19406,
0356-4444,01.01.1981,31.12.1981,19833,
0356-4444,01.01.1982,31.12.1982,20122,
0356-4444,01.01.1983,31.12.1983,20478,
0356-4444,01.01.1984,31.12.1984,20841,
0356-4444,01.01.1985,31.12.1985,21506,
fk35057,01.01.2005,31.12.2005,73800,
1235-9963,01.01.2003,31.12.2003,8419,
1235-9963,01.01.2004,31.12.2004,8359,
0782-5382,01.01.2001,31.12.2001,5506,
0782-5382,01.01.2002,31.12.2002,5524,
0782-5382,01.01.2003,31.12.2003,5439,
0782-5382,01.01.2004,31.12.2004,5394,
1459-2185,01.01.2004,31.12.2004,4639,
1459-2185,01.01.2003,31.12.2003,4745,
fk11098,01.01.2002,31.12.2002,3656,
fk11098,01.01.2003,31.12.2003,3650,
